OBJECTID,PolygonOID,Position,TIF_ID,X,Y
1448,361,SE,395,172350.923700000159442,172350.923700000159442
1449,362,NW,396,172350.923700000159442,172350.923700000159442
1450,362,NE,396,172400.923700000159442,172400.923700000159442
1451,362,SW,396,172352.614400000311434,172352.614400000311434
1452,362,SE,396,172400.923700000159442,172400.923700000159442
1453,363,NW,397,172400.923700000159442,172400.923700000159442
1454,363,NE,397,172439.521599999628961,172439.521599999628961
1455,363,SW,397,172400.923700000159442,172400.923700000159442
1456,363,SE,397,172438.527200000360608,172438.527200000360608
1457,364,NW,5530,172357.202499999664724,172357.202499999664724
1458,364,NE,5530,172386.383299999870360,172386.383299999870360
1459,364,SW,5530,172357.355100000277162,172357.355100000277162
1460,364,SE,5530,172386.383299999870360,172386.383299999870360
1461,365,NW,5531,172357.355100000277162,172357.355100000277162
1462,365,NE,5531,172400.923700000159442,172400.923700000159442
1463,365,SW,5531,172359.518099999986589,172359.518099999986589
1464,365,SE,5531,172400.923700000159442,172400.923700000159442
1465,366,NW,5532,172400.923700000159442,172400.923700000159442
1466,366,NE,5532,172450.923700000159442,172450.923700000159442
1467,366,SW,5532,172400.923700000159442,172400.923700000159442
1468,366,SE,5532,172450.923700000159442,172450.923700000159442
1469,367,NW,5533,172450.923700000159442,172450.923700000159442
1470,367,NE,5533,172486.196399999782443,172486.196399999782443
1471,367,SW,5533,172450.923700000159442,172450.923700000159442
1472,367,SE,5533,172488.577899999916553,172488.577899999916553
1473,368,NW,5723,171166.257299999706447,171166.257299999706447
1474,368,NE,5723,171181.385999999940395,171181.385999999940395
1475,368,SW,5723,171160.810200000181794,171160.810200000181794
1476,368,SE,5723,171175.067499999888241,171175.067499999888241
1477,369,NW,5728,171150.923700000159442,171150.923700000159442
1478,369,NE,5728,171150.923700000159442,171150.923700000159442
1479,369,SW,5728,171147.567900000140071,171147.567900000140071
1480,369,SE,5728,171150.923700000159442,171150.923700000159442
1481,370,NW,5729,171160.810200000181794,171160.810200000181794
1482,370,NE,5729,171175.067499999888241,171175.067499999888241
1483,370,SW,5729,171150.923700000159442,171150.923700000159442
1484,370,SE,5729,171161.503899999894202,171161.503899999894202
1485,371,NW,5732,171147.567900000140071,171147.567900000140071
1486,371,NE,5732,171150.923700000159442,171150.923700000159442
1487,371,SW,5732,171141.209699999541044,171141.209699999541044
1488,371,SE,5732,171150.923700000159442,171150.923700000159442
1489,372,NW,5733,171150.923700000159442,171150.923700000159442
1490,372,NE,5733,171161.503899999894202,171161.503899999894202
1491,372,SW,5733,171150.923700000159442,171150.923700000159442
1492,372,SE,5733,171154.015700000338256,171154.015700000338256
1493,373,NW,6041,172043.594499999657273,172043.594499999657273
1494,373,NE,6041,172050.923700000159442,172050.923700000159442
1495,373,SW,6041,172042.690399999730289,172042.690399999730289
1496,373,SE,6041,172050.923700000159442,172050.923700000159442
1497,374,NW,6042,172050.923700000159442,172050.923700000159442
1498,374,NE,6042,172071.273799999617040,172071.273799999617040
1499,374,SW,6042,172050.923700000159442,172050.923700000159442
1500,374,SE,6042,172070.597699999809265,172070.597699999809265
1501,375,NW,6049,172042.690399999730289,172042.690399999730289
1502,375,NE,6049,172050.923700000159442,172050.923700000159442
1503,375,SW,6049,172041.240699999965727,172041.240699999965727
1504,375,SE,6049,172050.923700000159442,172050.923700000159442
1505,376,NW,6050,172050.923700000159442,172050.923700000159442
1506,376,NE,6050,172070.597699999809265,172070.597699999809265
1507,376,SW,6050,172050.923700000159442,172050.923700000159442
1508,376,SE,6050,172069.475599999539554,172069.475599999539554
1509,377,NW,6054,172041.240699999965727,172041.240699999965727
1510,377,NE,6054,172050.923700000159442,172050.923700000159442
1511,377,SW,6054,172040.796299999579787,172040.796299999579787
1512,377,SE,6054,172050.923700000159442,172050.923700000159442
1513,378,NW,6055,172050.923700000159442,172050.923700000159442
1514,378,NE,6055,172069.475599999539554,172069.475599999539554
1515,378,SW,6055,172058.308400000445545,172058.308400000445545
1516,378,SE,6055,172068.829499999992549,172068.829499999992549
1517,379,NW,5853,168876.736200000159442,168876.736200000159442
1518,379,NE,5853,168900.923700000159442,168900.923700000159442
1519,379,SW,5853,168872.024400000460446,168872.024400000460446
1520,379,SE,5853,168897.181300000287592,168897.181300000287592
1521,380,NW,5854,168900.923700000159442,168900.923700000159442
1522,380,NE,5854,168901.048000000417233,168901.048000000417233
1523,380,SW,5854,168900.923700000159442,168900.923700000159442
1524,380,SE,5854,168900.923700000159442,168900.923700000159442
1525,381,NW,5864,168872.024400000460446,168872.024400000460446
1526,381,NE,5864,168897.181300000287592,168897.181300000287592
1527,381,SW,5864,168863.813299999572337,168863.813299999572337
1528,381,SE,5864,168889.159599999897182,168889.159599999897182
1529,382,NW,5872,168863.813299999572337,168863.813299999572337
1530,382,NE,5872,168889.159599999897182,168889.159599999897182
1531,382,SW,5872,168873.322800000198185,168873.322800000198185
1532,382,SE,5872,168886.271700000390410,168886.271700000390410
1533,383,NW,5872,168866.863900000229478,168866.863900000229478
1534,383,NE,5872,168887.123599999584258,168887.123599999584258
1535,383,SW,5872,168864.707299999892712,168864.707299999892712
1536,383,SE,5872,168885.675400000065565,168885.675400000065565
1537,384,NW,5876,168864.707299999892712,168864.707299999892712
1538,384,NE,5876,168885.675400000065565,168885.675400000065565
1539,384,SW,5876,168856.538499999791384,168856.538499999791384
1540,384,SE,5876,168878.000599999912083,168878.000599999912083
1541,385,NW,5880,168860.118700000457466,168860.118700000457466
1542,385,NE,5880,168878.000599999912083,168878.000599999912083
1543,385,SW,5880,168860.118700000457466,168860.118700000457466
1544,385,SE,5880,168877.518699999898672,168877.518699999898672
1545,386,NW,3774,168624.021099999547005,168624.021099999547005
1546,386,NE,3774,168650.757000000216067,168650.757000000216067
1547,386,SW,3774,168610.909699999727309,168610.909699999727309
1548,386,SE,3774,168640.530600000172853,168640.530600000172853
1549,387,NW,3780,168610.909699999727309,168610.909699999727309
1550,387,NE,3780,168640.530600000172853,168640.530600000172853
1551,387,SW,3780,168604.011099999770522,168604.011099999770522
1552,387,SE,3780,168631.813199999742210,168631.813199999742210
1553,388,NW,3961,175484.881199999712408,175484.881199999712408
1554,388,NE,3961,175500.923700000159442,175500.923700000159442
1555,388,SW,3961,175483.037800000049174,175483.037800000049174
1556,388,SE,3961,175500.923700000159442,175500.923700000159442
1557,389,NW,3962,175500.923700000159442,175500.923700000159442
1558,389,NE,3962,175531.928199999965727,175531.928199999965727
1559,389,SW,3962,175500.923700000159442,175500.923700000159442
1560,389,SE,3962,175530.539499999955297,175530.539499999955297
1561,390,NW,3970,175483.037800000049174,175483.037800000049174
1562,390,NE,3970,175500.923700000159442,175500.923700000159442
1563,390,SW,3970,175479.284300000406802,175479.284300000406802
1564,390,SE,3970,175497.966000000014901,175497.966000000014901
1565,391,NW,3971,175500.923700000159442,175500.923700000159442
1566,391,NE,3971,175530.539499999955297,175530.539499999955297
1567,391,SW,3971,175500.923700000159442,175500.923700000159442
1568,391,SE,3971,175523.836600000038743,175523.836600000038743
1569,392,NW,4992,168829.201100000180304,168829.201100000180304
1570,392,NE,4992,168850.559700000099838,168850.559700000099838
1571,392,SW,4992,168828.776999999769032,168828.776999999769032
1572,392,SE,4992,168850.559700000099838,168850.559700000099838
1573,393,NW,4995,168828.776999999769032,168828.776999999769032
1574,393,NE,4995,168850.923700000159442,168850.923700000159442
1575,393,SW,4995,168826.172500000335276,168826.172500000335276
1576,393,SE,4995,168850.923700000159442,168850.923700000159442
1577,394,NW,4996,168850.923700000159442,168850.923700000159442
1578,394,NE,4996,168900.923700000159442,168900.923700000159442
1579,394,SW,4996,168850.923700000159442,168850.923700000159442
1580,394,SE,4996,168900.923700000159442,168900.923700000159442
1581,395,NW,4997,168900.923700000159442,168900.923700000159442
1582,395,NE,4997,168950.923700000159442,168950.923700000159442
1583,395,SW,4997,168900.923700000159442,168900.923700000159442
1584,395,SE,4997,168950.923700000159442,168950.923700000159442
1585,396,NW,4998,168950.923700000159442,168950.923700000159442
1586,396,NE,4998,168963.812099999748170,168963.812099999748170
1587,396,SW,4998,168950.923700000159442,168950.923700000159442
1588,396,SE,4998,168961.168700000271201,168961.168700000271201
1589,397,NW,4667,172124.185399999842048,172124.185399999842048
1590,397,NE,4667,172150.923700000159442,172150.923700000159442
1591,397,SW,4667,172116.596900000236928,172116.596900000236928
1592,397,SE,4667,172150.923700000159442,172150.923700000159442
1593,398,NW,4668,172150.923700000159442,172150.923700000159442
1594,398,NE,4668,172200.923700000159442,172200.923700000159442
1595,398,SW,4668,172150.923700000159442,172150.923700000159442
1596,398,SE,4668,172200.923700000159442,172200.923700000159442
1597,399,NW,4669,172200.923700000159442,172200.923700000159442
1598,399,NE,4669,172210.093500000424683,172210.093500000424683
1599,399,SW,4669,172200.923700000159442,172200.923700000159442
1600,399,SE,4669,172209.588800000026822,172209.588800000026822
1601,400,NW,4679,172116.596900000236928,172116.596900000236928
1602,400,NE,4679,172150.923700000159442,172150.923700000159442
1603,400,SW,4679,172119.436700000427663,172119.436700000427663
1604,400,SE,4679,172150.923700000159442,172150.923700000159442
1605,401,NW,4680,172150.923700000159442,172150.923700000159442
1606,401,NE,4680,172200.923700000159442,172200.923700000159442
1607,401,SW,4680,172150.923700000159442,172150.923700000159442
1608,401,SE,4680,172200.923700000159442,172200.923700000159442
1609,402,NW,4681,172200.923700000159442,172200.923700000159442
1610,402,NE,4681,172209.588800000026822,172209.588800000026822
1611,402,SW,4681,172200.923700000159442,172200.923700000159442
1612,402,SE,4681,172209.008899999782443,172209.008899999782443
1613,403,NW,4873,170020.368599999696016,170020.368599999696016
1614,403,NE,4873,170028.821399999782443,170028.821399999782443
1615,403,SW,4873,170018.208700000308454,170018.208700000308454
1616,403,SE,4873,170027.822800000198185,170027.822800000198185
1617,404,NW,4886,170018.208700000308454,170018.208700000308454
1618,404,NE,4886,170027.822800000198185,170027.822800000198185
1619,404,SW,4886,170011.503499999642372,170011.503499999642372
1620,404,SE,4886,170020.110500000417233,170020.110500000417233
1621,405,NW,4624,167114.973600000143051,167114.973600000143051
1622,405,NE,4624,167122.527200000360608,167122.527200000360608
1623,405,SW,4624,167105.268699999898672,167105.268699999898672
1624,405,SE,4624,167114.180300000123680,167114.180300000123680
1625,406,NW,4632,167105.268699999898672,167105.268699999898672
1626,406,NE,4632,167114.180300000123680,167114.180300000123680
1627,406,SW,4632,167101.784500000067055,167101.784500000067055
1628,406,SE,4632,167109.877399999648333,167109.877399999648333
1629,407,NW,4382,165080.332399999722838,165080.332399999722838
1630,407,NE,4382,165100.923700000159442,165100.923700000159442
1631,407,SW,4382,165076.924499999731779,165076.924499999731779
1632,407,SE,4382,165100.923700000159442,165100.923700000159442
1633,408,NW,4383,165100.923700000159442,165100.923700000159442
1634,408,NE,4383,165121.391499999910593,165121.391499999910593
1635,408,SW,4383,165100.923700000159442,165100.923700000159442
1636,408,SE,4383,165119.607499999925494,165119.607499999925494
1637,409,NW,4390,165076.924499999731779,165076.924499999731779
1638,409,NE,4390,165100.923700000159442,165100.923700000159442
1639,409,SW,4390,165073.372999999672174,165073.372999999672174
1640,409,SE,4390,165100.923700000159442,165100.923700000159442
1641,410,NW,4391,165100.923700000159442,165100.923700000159442
1642,410,NE,4391,165119.607499999925494,165119.607499999925494
1643,410,SW,4391,165100.923700000159442,165100.923700000159442
1644,410,SE,4391,165117.769500000402331,165117.769500000402331
1645,411,NW,3776,167250.923700000159442,167250.923700000159442
1646,411,NE,3776,167250.923700000159442,167250.923700000159442
1647,411,SW,3776,167245.240299999713898,167245.240299999713898
1648,411,SE,3776,167250.923700000159442,167250.923700000159442
1649,412,NW,3777,167252.193400000222027,167252.193400000222027
1650,412,NE,3777,167265.015399999916553,167265.015399999916553
1651,412,SW,3777,167250.923700000159442,167250.923700000159442
1652,412,SE,3777,167259.084400000050664,167259.084400000050664
1653,413,NW,3783,167245.240299999713898,167245.240299999713898
1654,413,NE,3783,167250.923700000159442,167250.923700000159442
1655,413,SW,3783,167244.178199999965727,167244.178199999965727
1656,413,SE,3783,167250.923700000159442,167250.923700000159442
1657,414,NW,3784,167250.923700000159442,167250.923700000159442
1658,414,NE,3784,167259.084400000050664,167259.084400000050664
1659,414,SW,3784,167250.923700000159442,167250.923700000159442
1660,414,SE,3784,167257.486399999819696,167257.486399999819696
1661,415,NW,1200,194261.479500000365078,194261.479500000365078
1662,415,NE,1200,194275.150399999693036,194275.150399999693036
1663,415,SW,1200,194259.466900000348687,194259.466900000348687
1664,415,SE,1200,194273.467199999839067,194273.467199999839067
1665,416,NW,1217,194259.466900000348687,194259.466900000348687
1666,416,NE,1217,194273.467199999839067,194273.467199999839067
1667,416,SW,1217,194255.422100000083447,194255.422100000083447
1668,416,SE,1217,194269.800699999555945,194269.800699999555945
1669,417,NW,576,193872.232200000435114,193872.232200000435114
1670,417,NE,576,193885.428500000387430,193885.428500000387430
1671,417,SW,576,193881.747700000181794,193881.747700000181794
1672,417,SE,576,193895.434299999848008,193895.434299999848008
1673,418,NW,594,193881.747700000181794,193881.747700000181794
1674,418,NE,594,193895.434299999848008,193895.434299999848008
1675,418,SW,594,193893.111399999819696,193893.111399999819696
1676,418,SE,594,193900.923700000159442,193900.923700000159442
1677,419,NW,595,193900.923700000159442,193900.923700000159442
1678,419,NE,595,193900.923700000159442,193900.923700000159442
1679,419,SW,595,193900.923700000159442,193900.923700000159442
1680,419,SE,595,193908.103500000201166,193908.103500000201166
1681,420,NW,613,193893.111399999819696,193893.111399999819696
1682,420,NE,613,193900.923700000159442,193900.923700000159442
1683,420,SW,613,193899.516800000332296,193899.516800000332296
1684,420,SE,613,193900.923700000159442,193900.923700000159442
1685,421,NW,614,193900.923700000159442,193900.923700000159442
1686,421,NE,614,193908.103500000201166,193908.103500000201166
1687,421,SW,614,193900.923700000159442,193900.923700000159442
1688,421,SE,614,193913.528500000014901,193913.528500000014901
1689,422,NW,1924,172010.455400000326335,172010.455400000326335
1690,422,NE,1924,172050.318799999542534,172050.318799999542534
1691,422,SW,1924,172010.212799999862909,172010.212799999862909
1692,422,SE,1924,172050.244400000199676,172050.244400000199676
1693,423,NW,1410,170011.538900000043213,170011.538900000043213
1694,423,NE,1410,170040.426500000059605,170040.426500000059605
1695,423,SW,1410,170010.286100000143051,170010.286100000143051
1696,423,SE,1410,170041.437900000251830,170041.437900000251830
1697,424,NW,1393,169949.511300000362098,169949.511300000362098
1698,424,NE,1393,169950.923700000159442,169950.923700000159442
1699,424,SW,1393,169947.966500000096858,169947.966500000096858
1700,424,SE,1393,169950.923700000159442,169950.923700000159442
1701,425,NW,1394,169950.923700000159442,169950.923700000159442
1702,425,NE,1394,170000.923700000159442,170000.923700000159442
1703,425,SW,1394,169950.923700000159442,169950.923700000159442
1704,425,SE,1394,170000.923700000159442,170000.923700000159442
1705,426,NW,1395,170000.923700000159442,170000.923700000159442
1706,426,NE,1395,170028.294300000183284,170028.294300000183284
1707,426,SW,1395,170000.923700000159442,170000.923700000159442
1708,426,SE,1395,170028.205500000156462,170028.205500000156462
1709,427,NW,1409,169974.273099999874830,169974.273099999874830
1710,427,NE,1409,170000.923700000159442,170000.923700000159442
1711,427,SW,1409,169974.273099999874830,169974.273099999874830
1712,427,SE,1409,170000.923700000159442,170000.923700000159442
1713,428,NW,1410,170000.923700000159442,170000.923700000159442
1714,428,NE,1410,170028.205500000156462,170028.205500000156462
1715,428,SW,1410,170000.923700000159442,170000.923700000159442
1716,428,SE,1410,170026.161000000312924,170026.161000000312924
1717,429,NW,1080,170321.156399999745190,170321.156399999745190
1718,429,NE,1080,170348.742999999783933,170348.742999999783933
1719,429,SW,1080,170318.805900000035763,170318.805900000035763
1720,429,SE,1080,170348.742999999783933,170348.742999999783933
1721,430,NW,1091,170318.805900000035763,170318.805900000035763
1722,430,NE,1091,170350.923700000159442,170350.923700000159442
1723,430,SW,1091,170312.324799999594688,170312.324799999594688
1724,430,SE,1091,170350.923700000159442,170350.923700000159442
1725,431,NW,1092,170350.923700000159442,170350.923700000159442
1726,431,NE,1092,170373.387099999934435,170373.387099999934435
1727,431,SW,1092,170350.923700000159442,170350.923700000159442
1728,431,SE,1092,170361.588600000366569,170361.588600000366569
1729,432,NW,1092,170383.154400000348687,170383.154400000348687
1730,432,NE,1092,170400.923700000159442,170400.923700000159442
1731,432,SW,1092,170371.940399999730289,170371.940399999730289
1732,432,SE,1092,170400.923700000159442,170400.923700000159442
1733,433,NW,1093,170400.923700000159442,170400.923700000159442
1734,433,NE,1093,170436.311700000427663,170436.311700000427663
1735,433,SW,1093,170400.923700000159442,170400.923700000159442
1736,433,SE,1093,170429.284099999815226,170429.284099999815226
1737,434,NW,1105,170371.940399999730289,170371.940399999730289
1738,434,NE,1105,170400.923700000159442,170400.923700000159442
1739,434,SW,1105,170371.413200000301003,170371.413200000301003
1740,434,SE,1105,170400.923700000159442,170400.923700000159442
1741,435,NW,1106,170400.923700000159442,170400.923700000159442
1742,435,NE,1106,170429.284099999815226,170429.284099999815226
1743,435,SW,1106,170400.923700000159442,170400.923700000159442
1744,435,SE,1106,170424.539599999785423,170424.539599999785423
1745,436,NW,1106,170418.999300000257790,170418.999300000257790
1746,436,NE,1106,170431.509600000455976,170431.509600000455976
1747,436,SW,1106,170418.143400000408292,170418.143400000408292
1748,436,SE,1106,170431.509600000455976,170431.509600000455976
1749,437,NW,1120,170418.143400000408292,170418.143400000408292
1750,437,NE,1120,170450.923700000159442,170450.923700000159442
1751,437,SW,1120,170411.664900000207126,170411.664900000207126
1752,437,SE,1120,170450.923700000159442,170450.923700000159442
1753,438,NW,1121,170450.923700000159442,170450.923700000159442
1754,438,NE,1121,170500.923700000159442,170500.923700000159442
1755,438,SW,1121,170450.923700000159442,170450.923700000159442
1756,438,SE,1121,170495.647199999541044,170495.647199999541044
1757,439,NW,1122,170500.923700000159442,170500.923700000159442
1758,439,NE,1122,170503.696600000374019,170503.696600000374019
1759,439,SW,1122,170500.923700000159442,170500.923700000159442
1760,439,SE,1122,170500.923700000159442,170500.923700000159442
1761,440,NW,1364,172281.949300000444055,172281.949300000444055
1762,440,NE,1364,172291.893899999558926,172291.893899999558926
1763,440,SW,1364,172268.628899999894202,172268.628899999894202
1764,440,SE,1364,172279.889000000432134,172279.889000000432134
1765,441,NW,1375,172268.628899999894202,172268.628899999894202
1766,441,NE,1375,172279.889000000432134,172279.889000000432134
1767,441,SW,1375,172260.329599999822676,172260.329599999822676
1768,441,SE,1375,172270.664200000464916,172270.664200000464916
1769,442,NW,2739,169877.751000000163913,169877.751000000163913
1770,442,NE,2739,169893.169800000265241,169893.169800000265241
1771,442,SW,2739,169870.358799999579787,169870.358799999579787
1772,442,SE,2739,169885.734799999743700,169885.734799999743700
1773,443,NW,3682,187006.000699999742210,187006.000699999742210
1774,443,NE,3682,187022.718999999575317,187022.718999999575317
1775,443,SW,3682,187006.589599999599159,187006.589599999599159
1776,443,SE,3682,187023.351999999955297,187023.351999999955297
1777,444,NW,3687,187006.589599999599159,187006.589599999599159
1778,444,NE,3687,187023.351999999955297,187023.351999999955297
1779,444,SW,3687,187007.230399999767542,187007.230399999767542
1780,444,SE,3687,187024.016999999992549,187024.016999999992549
1781,445,NW,1601,185985.968200000002980,185985.968200000002980
1782,445,NE,1601,185994.472900000400841,185994.472900000400841
1783,445,SW,1601,185985.797500000335276,185985.797500000335276
1784,445,SE,1601,185994.516800000332296,185994.516800000332296
1785,446,NW,1625,185985.797500000335276,185985.797500000335276
1786,446,NE,1625,185994.516800000332296,185994.516800000332296
1787,446,SW,1625,185985.507000000216067,185985.507000000216067
1788,446,SE,1625,185994.591799999587238,185994.591799999587238
1789,447,NW,2616,183320.011400000192225,183320.011400000192225
1790,447,NE,2616,183325.681900000199676,183325.681900000199676
1791,447,SW,2616,183317.859199999831617,183317.859199999831617
1792,447,SE,2616,183323.647300000302494,183323.647300000302494
1793,448,NW,2627,183317.859199999831617,183317.859199999831617
1794,448,NE,2627,183323.647300000302494,183323.647300000302494
1795,448,SW,2627,183319.165199999697506,183319.165199999697506
1796,448,SE,2627,183321.616799999959767,183321.616799999959767
1797,449,NW,1367,185749.333599999547005,185749.333599999547005
1798,449,NE,1367,185750.923700000159442,185750.923700000159442
1799,449,SW,1367,185749.419599999673665,185749.419599999673665
1800,449,SE,1367,185750.923700000159442,185750.923700000159442
1801,450,NW,1368,185750.923700000159442,185750.923700000159442
1802,450,NE,1368,185777.326200000010431,185777.326200000010431
1803,450,SW,1368,185750.923700000159442,185750.923700000159442
1804,450,SE,1368,185777.299100000411272,185777.299100000411272
1805,451,NW,3838,184619.396300000138581,184619.396300000138581
1806,451,NE,3838,184628.773000000044703,184628.773000000044703
1807,451,SW,3838,184620.350700000301003,184620.350700000301003
1808,451,SE,3838,184629.688699999824166,184629.688699999824166
1809,452,NW,3858,184620.350700000301003,184620.350700000301003
1810,452,NE,3858,184629.688699999824166,184629.688699999824166
1811,452,SW,3858,184621.208300000056624,184621.208300000056624
1812,452,SE,3858,184630.503800000064075,184630.503800000064075
1813,453,NW,1663,184502.323800000362098,184502.323800000362098
1814,453,NE,1663,184520.519500000402331,184520.519500000402331
1815,453,SW,1663,184502.283499999903142,184502.283499999903142
1816,453,SE,1663,184520.779600000008941,184520.779600000008941
1817,454,NW,1673,184502.283499999903142,184502.283499999903142
1818,454,NE,1673,184520.779600000008941,184520.779600000008941
1819,454,SW,1673,184502.194500000216067,184502.194500000216067
1820,454,SE,1673,184521.352199999615550,184521.352199999615550
1821,455,NW,1688,184502.194500000216067,184502.194500000216067
1822,455,NE,1688,184521.352199999615550,184521.352199999615550
1823,455,SW,1688,184512.218299999833107,184512.218299999833107
1824,455,SE,1688,184521.895600000396371,184521.895600000396371
1825,456,NW,2872,186107.559100000187755,186107.559100000187755
1826,456,NE,2872,186120.004800000227988,186120.004800000227988
1827,456,SW,2872,186106.968200000002980,186106.968200000002980
1828,456,SE,2872,186120.004800000227988,186120.004800000227988
1829,457,NW,2887,186082.851700000464916,186082.851700000464916
1830,457,NE,2887,186100.923700000159442,186100.923700000159442
1831,457,SW,2887,186075.412899999879301,186075.412899999879301
1832,457,SE,2887,186100.923700000159442,186100.923700000159442
1833,458,NW,2888,186106.968200000002980,186106.968200000002980
1834,458,NE,2888,186120.590300000272691,186120.590300000272691
1835,458,SW,2888,186100.923700000159442,186100.923700000159442
1836,458,SE,2888,186110.511099999770522,186110.511099999770522
1837,459,NW,2905,186075.412899999879301,186075.412899999879301
1838,459,NE,2905,186100.923700000159442,186100.923700000159442
1839,459,SW,2905,186073.329599999822676,186073.329599999822676
1840,459,SE,2905,186100.467299999669194,186100.467299999669194
1841,460,NW,2906,186100.923700000159442,186100.923700000159442
1842,460,NE,2906,186110.511099999770522,186110.511099999770522
1843,460,SW,2906,186100.923700000159442,186100.923700000159442
1844,460,SE,2906,186100.923700000159442,186100.923700000159442
1845,461,NW,2888,186146.023599999956787,186146.023599999956787
1846,461,NE,2888,186150.923700000159442,186150.923700000159442
1847,461,SW,2888,186135.328499999828637,186135.328499999828637
1848,461,SE,2888,186149.091699999757111,186149.091699999757111
1849,462,NW,2889,186150.923700000159442,186150.923700000159442
1850,462,NE,2889,186152.577499999664724,186152.577499999664724
1851,462,SW,2889,186150.923700000159442,186150.923700000159442
1852,462,SE,2889,186150.923700000159442,186150.923700000159442
1853,463,NW,2906,186135.328499999828637,186135.328499999828637
1854,463,NE,2906,186149.091699999757111,186149.091699999757111
1855,463,SW,2906,186126.944899999536574,186126.944899999536574
1856,463,SE,2906,186140.356100000441074,186140.356100000441074
1857,464,NW,3381,185357.822300000116229,185357.822300000116229
1858,464,NE,3381,185369.029799999669194,185369.029799999669194
1859,464,SW,3381,185354.771900000050664,185354.771900000050664
1860,464,SE,3381,185366.023400000296533,185366.023400000296533
1861,465,NW,3394,185350.923700000159442,185350.923700000159442
1862,465,NE,3394,185350.923700000159442,185350.923700000159442
1863,465,SW,3394,185349.029600000008941,185349.029600000008941
1864,465,SE,3394,185350.923700000159442,185350.923700000159442
1865,466,NW,3395,185354.771900000050664,185354.771900000050664
1866,466,NE,3395,185366.023400000296533,185366.023400000296533
1867,466,SW,3395,185350.923700000159442,185350.923700000159442
1868,466,SE,3395,185360.177299999631941,185360.177299999631941
1869,467,NW,3410,185349.029600000008941,185349.029600000008941
1870,467,NE,3410,185350.923700000159442,185350.923700000159442
1871,467,SW,3410,185344.894500000402331,185344.894500000402331
1872,467,SE,3410,185350.923700000159442,185350.923700000159442
1873,468,NW,3411,185350.923700000159442,185350.923700000159442
1874,468,NE,3411,185360.177299999631941,185360.177299999631941
1875,468,SW,3411,185350.923700000159442,185350.923700000159442
1876,468,SE,3411,185355.758500000461936,185355.758500000461936
1877,469,NW,3461,184229.521200000308454,184229.521200000308454
1878,469,NE,3461,184250.923700000159442,184250.923700000159442
1879,469,SW,3461,184228.412100000306964,184228.412100000306964
1880,469,SE,3461,184250.923700000159442,184250.923700000159442
1881,470,NW,3462,184250.923700000159442,184250.923700000159442
1882,470,NE,3462,184256.865899999625981,184256.865899999625981
1883,470,SW,3462,184250.923700000159442,184250.923700000159442
1884,470,SE,3462,184255.972000000067055,184255.972000000067055
1885,471,NW,3478,184228.412100000306964,184228.412100000306964
1886,471,NE,3478,184250.923700000159442,184250.923700000159442
1887,471,SW,3478,184223.910099999979138,184223.910099999979138
1888,471,SE,3478,184250.923700000159442,184250.923700000159442
1889,472,NW,3479,184250.923700000159442,184250.923700000159442
1890,472,NE,3479,184255.972000000067055,184255.972000000067055
1891,472,SW,3479,184250.923700000159442,184250.923700000159442
1892,472,SE,3479,184251.491700000129640,184251.491700000129640
1893,473,NW,3495,184223.910099999979138,184223.910099999979138
1894,473,NE,3495,184250.923700000159442,184250.923700000159442
1895,473,SW,3495,184219.909400000236928,184219.909400000236928
1896,473,SE,3495,184247.247499999590218,184247.247499999590218
1897,474,NW,3496,184250.923700000159442,184250.923700000159442
1898,474,NE,3496,184251.491700000129640,184251.491700000129640
1899,474,SW,3496,184250.923700000159442,184250.923700000159442
1900,474,SE,3496,184250.923700000159442,184250.923700000159442
1901,475,NW,3593,184083.017799999564886,184083.017799999564886
1902,475,NE,3593,184100.923700000159442,184100.923700000159442
1903,475,SW,3593,184082.542399999685585,184082.542399999685585
1904,475,SE,3593,184100.923700000159442,184100.923700000159442
1905,476,NW,3594,184100.923700000159442,184100.923700000159442
1906,476,NE,3594,184101.795800000429153,184101.795800000429153
1907,476,SW,3594,184100.923700000159442,184100.923700000159442
1908,476,SE,3594,184101.795800000429153,184101.795800000429153
1909,477,NW,3597,184082.542399999685585,184082.542399999685585
1910,477,NE,3597,184100.923700000159442,184100.923700000159442
1911,477,SW,3597,184081.071200000122190,184081.071200000122190
1912,477,SE,3597,184100.923700000159442,184100.923700000159442
1913,478,NW,3598,184100.923700000159442,184100.923700000159442
1914,478,NE,3598,184104.357599999755621,184104.357599999755621
1915,478,SW,3598,184100.923700000159442,184100.923700000159442
1916,478,SE,3598,184102.718899999745190,184102.718899999745190
1917,479,NW,1702,185847.493499999865890,185847.493499999865890
1918,479,NE,1702,185850.923700000159442,185850.923700000159442
1919,479,SW,1702,185846.283300000242889,185846.283300000242889
1920,479,SE,1702,185850.923700000159442,185850.923700000159442
1921,480,NW,1703,185850.923700000159442,185850.923700000159442
1922,480,NE,1703,185900.923700000159442,185900.923700000159442
1923,480,SW,1703,185850.923700000159442,185850.923700000159442
1924,480,SE,1703,185900.923700000159442,185900.923700000159442
1925,481,NW,1704,185900.923700000159442,185900.923700000159442
1926,481,NE,1704,185924.068300000391901,185924.068300000391901
1927,481,SW,1704,185900.923700000159442,185900.923700000159442
1928,481,SE,1704,185923.349999999627471,185923.349999999627471
1929,482,NW,1726,185880.504700000397861,185880.504700000397861
